HOME,DRAW,AWAY,HASIL
3.4,3.1,2.3,A
3.2,3.2,2.37,A
2.25,3.2,3.4,A
1.65,4,5.25,A
8,5.25,1.33,A
2.1,3.25,3.8,D
1.28,5.5,11,H
2.15,3.4,3.4,H
1.57,4,6,H
2.1,3.1,4,A
1.72,3.6,5.25,H
1.08,11,29,H
2.9,3.1,2.62,D
2.05,3.4,3.75,H
2.1,3.25,3.75,H
2.5,3.2,2.87,A
3.5,3.2,2.2,A
3.5,3.1,2.25,A
1.9,3.5,4.33,D
3.1,3.1,2.5,H
3.25,3.1,2.4,H
2.2,3.3,3.4,A
2.5,3,3.1,A
3.9,3.4,2,H
1.18,7.5,13,D
2.7,3,2.8,D
3.3,3.2,2.25,A
6.5,5,1.4,A
2.6,3.1,2.8,D
1.75,3.75,4.5,D
2.05,3.4,3.75,H
1.6,4,5.5,A
1.61,3.8,5.5,H
1.9,3.2,4.75,A
1.75,3.75,4.75,H
1.28,5.75,10,H
1.9,3.2,4.5,A
6.5,4.75,1.44,A
1.95,3,4.75,H
1.14,8,19,H
2.05,3.3,3.8,D
2.15,2.9,4.2,A
2.1,3.4,3.6,H
4.5,4,1.72,H
2.6,3,3,A
3.5,3.5,2.1,H
2.62,3,3,H
3.5,3.2,2.2,D
2.1,3.3,3.75,H
2,3.3,4,H
9,5.5,1.3,A
2.5,3.2,3,D
1.33,5.25,9,D
1.75,3.3,5.75,D
2.37,3.25,3.1,H
2.2,3.1,3.6,D
3.4,3,2.37,A
3,3.2,2.5,A
2.87,3.1,2.6,A
1.33,5.25,9,H
3.75,3.5,2,A
2.55,3.25,2.87,D
2.5,3.2,3,A
1.95,3.5,4,A
1.53,4,6.5,D
2.1,3.25,3.75,H
2.15,2.87,4,H
1.25,6.5,10,H
1.75,3.75,4.5,H
9,5.75,1.3,D
1.8,3.5,4.75,D
1.9,3.4,4.2,D
2.75,3.2,2.7,H
2.5,3.4,2.8,A
1.66,3.75,5.5,D
2.87,3.2,2.55,H
2.6,3,3,H
2.15,3.2,3.6,A
1.9,3.75,3.75,D
4.2,3.5,1.85,A
1.72,3.75,5,A
2.45,3.1,3.2,H
4.2,3.4,1.9,D
1.36,4.6,9.5,H
1.7,3.5,5.5,D
2.2,3.1,3.6,D
1.7,3.4,6,H
1.14,9,17,H
3.4,3.3,2.2,A
1.12,9,19,H
2.05,3.2,4,A
2.6,3.2,2.8,A
1.7,3.75,5.25,D
2.2,3.2,3.5,H
3.6,3.5,2.05,A
3.1,3.1,2.5,A
1.9,3.5,4.2,D
1.61,4,5.25,H
1.57,4,6,D
2.3,3,3.5,H
1.83,3.6,4.5,H
2.4,3.2,3.1,H
3.4,3.6,2.1,H
1.8,3.6,4.75,H
2.3,3.2,3.3,D
2.05,3.4,3.75,H
2.15,3.25,3.6,H
1.4,4.5,8,H
2.3,3.2,3.3,A
2.5,3.1,3.1,H
1.72,3.5,5.5,A
3.2,3.25,2.3,A
1.85,3.5,4.5,A
1.8,3.5,4.75,H
1.7,3.6,5,A
1.2,7,13,H
1.08,12,23,H
4.75,4,1.7,H
3.2,3,2.5,A
2.75,3.1,2.75,D
2.6,3.25,2.8,H
13,7,1.2,A
1.5,4.33,6.5,D
1.9,3.3,4.5,H
4.75,3.8,1.72,H
2.6,3.2,2.8,D
2.6,3.1,2.9,H
1.28,5.75,11,H
2.6,3.25,2.8,H
2.4,3.1,3.2,D
1.95,3.25,4.33,D
1.9,3.4,4.33,A
1.07,13,26,H
2.3,3.2,3.3,H
3.1,3.3,2.37,H
2,3.4,3.9,H
1.5,4.33,6.5,D
1.33,5.25,9.5,A
2.45,3.25,3,H
1.9,3.4,4.33,A
2.04,3.4,3.75,A
11,7,1.22,A
2.6,3.1,2.9,A
2.3,3.1,3.4,A
2.8,3.3,2.54,A
2.1,3.3,3.75,H
1.61,3.75,6,D
2.5,3.25,2.8,H
1.25,6,11,H
3.4,3.1,2.3,A
5.5,3.75,1.64,D
2.14,3.4,3.4,A
1.95,3.4,4.2,D
3,3.3,2.4,D
1.83,3.4,4.5,D
1.28,5.75,10,H
1.9,3.25,4.33,D
1.75,4,4.33,D
2.14,3.2,3.6,D
1.85,3.5,4.5,H
2.2,3,3.75,H
2.04,3.3,3.8,D
1.64,3.5,6.5,H
1.8,3.3,5.25,H
2.25,3.1,3.5,A
1.95,3.5,3.8,H
7.5,4.5,1.4,A
1.75,3.8,4.75,A
2.4,3.2,3.1,A
2.6,3,3,A
3.25,3.1,2.4,H
2.45,3.2,3,H
3,3,2.6,D
5.75,4.2,1.57,A
1.44,4.5,7.5,H
1.95,3.6,3.8,D
1.12,9,21,H
1.95,3.4,4,H
2.14,3.2,3.7,A
2.14,3.25,3.6,H
1.3,5.75,9.5,D
7.5,5.5,1.36,A
2.3,3.25,3.25,D
1.95,3.5,4,H
3.1,3.4,2.3,H
1.85,3.6,4.33,H
1.95,3.5,4,D
2.37,3.3,3.1,D
2.4,3.25,3.1,H
2.37,3.1,3.3,D
2.8,3.1,2.7,D
2,3.4,3.9,H
2.3,3.3,3.2,D
2.25,3.2,3.4,H
1.33,5.25,9,H
2,3.5,3.75,A
1.33,5.5,8.5,H
1.3,5.5,9.5,H
2.1,3.25,3.75,D
3.3,3.5,2.14,A
2,3.3,4,H
1.08,11,26,H
2.25,3.1,3.5,D
2.7,3.25,2.7,H
2.14,3.25,3.6,H
3.5,3.5,2.04,A
2.14,3.2,3.75,D
2.62,3.3,2.7,D
3,3.2,2.5,A
3.8,3.6,1.95,A
2.37,3.2,3.2,D
1.5,4,7.5,H
1.66,4,5,D
2.8,3.1,2.7,A
2.3,3.3,3.25,A
6,5,1.44,A
1.7,3.4,5.75,A
1.16,8,15,H
3.5,3.25,2.2,A
2.14,3.4,3.4,A
1.44,4.75,7,D
1.72,3.6,5.25,H
2.5,3.3,2.87,H
1.85,3.6,4.33,D
3,3.2,2.5,H
1.83,3.5,4.5,H
1.95,3.3,4.2,H
1.72,3.75,5,D
3,3.1,2.6,H
5,4,1.66,A
2.3,3.25,3.25,A
1.8,3.5,4.75,H
2.14,3.2,3.6,A
1.85,3.5,4.5,D
1.33,4.75,11,H
11,6.5,1.25,A
2.14,3.3,3.6,D
1.57,4.2,5.75,H
3.25,3.25,2.3,A
2.87,3.25,2.54,D
2,3.2,4.2,D
1.14,9,15,H
2,3.2,4.2,H
2.1,3.4,3.6,A
4.6,3.75,1.75,A
2.3,3,3.6,D
2.6,3.1,3,H
2.04,3.4,3.75,H
1.72,3.75,5,D
2.7,3.2,2.75,D
2.75,3.3,2.6,D
2.54,3.3,2.8,A
1.9,3.6,4.2,H
10,5.5,1.28,D
1.4,4.75,7.5,D
1.7,3.75,5,A
2,3.4,3.75,D
2.9,3.3,2.45,A
2.1,3.2,3.75,A
2,3.2,4.2,D
2.5,3.1,3.1,H
2.8,3.1,2.75,A
2.25,3.25,3.4,H
1.53,4.2,6.5,A
3.1,3.3,2.35,H
1.95,3.2,4.5,A
8,5.75,1.33,D
2,3.2,4.2,A
1.57,3.8,6.5,H
1.8,3.4,5,D
1.75,3.5,5.25,D
2.25,3.1,3.5,H
1.44,4.75,7,H
2.25,3.1,3.5,D
2.5,3,3.2,A
2.5,3.1,3.1,H
3.75,3.4,2.04,D
1.72,3.5,5.5,A
1.9,3.5,4.33,A
3.3,3.3,2.25,D
1.14,9,15,H
1.8,3.5,4.75,D
1.83,3.5,4.5,H
1.53,4.33,6,H
2.37,3.2,3.1,H
1.61,3.75,6,D
3.2,3,2.4,D
2.6,3.1,2.9,H
3.8,3.25,2.1,A
1.45,4.5,7.5,D
17,7.5,1.16,A
2.87,3.2,2.5,A
2.2,3.2,3.6,H
3.25,3.3,2.3,D
1.57,4,6,D
2.55,3.3,2.8,A
2.5,3.2,3,A
2.5,3,3,A
2.87,3.2,2.55,H
2.3,3.2,3.3,D
2.37,3.25,3.1,H
2.25,3.5,3.1,H
5.25,3.75,1.66,D
1.65,3.6,5.75,H
1.9,3.5,4,A
1.95,3.6,3.8,A
1.1,10,26,H
2.25,3,3.7,D
2.45,3.1,3.1,H
1.66,3.6,5.75,H
4.33,3.6,1.85,A
2.05,3.4,3.8,D
3.1,3.5,2.25,A
2.05,3.4,3.8,H
2.3,3.25,3.2,A
2.9,3.3,2.37,H
2.5,3.1,3.1,A
2.1,3.2,3.75,H
2.4,3.2,3.1,H
6.5,4.2,1.53,A
1.72,3.5,5.5,H
1.22,6.5,12,H
2.2,3.2,3.5,D
2.75,3.1,2.75,D
1.8,3.6,4.75,H
2,3.3,4,H
1.72,3.6,5.25,H
2.7,3.25,2.7,H
1.6,3.75,6.5,H
3.8,3.8,1.85,H
2.6,3.1,2.9,D
2.25,3.2,3.4,H
4.33,3.5,1.85,A
2.1,3.1,4,H
1.25,6.5,11,H
2.05,3.2,4,A
3.4,3.3,2.2,A
2.45,3.1,3.1,D
1.9,3.3,4.2,A
4.75,4,1.7,H
2.15,3.4,3.4,H
2.75,3,2.8,D
3,3.1,2.5,A
1.95,3.3,4,H
1.3,5.25,10,H
1.75,3.8,4.5,H
2.4,3,3.3,H
1.4,4.5,9,H
1.8,3.6,4.5,H
1.83,3.5,4.75,H
3.5,3.1,2.3,D
1.85,3.3,4.75,D
2.5,3.1,3.1,H
5.25,4.33,1.6,A
1.9,3.4,4.33,D
1.25,6,12,H
3.5,3.3,2.15,A
2.75,3.1,2.7,D
2.7,2.9,3,H
2.5,3.2,3,H
1.25,6.5,11,H
3.4,3.5,2.1,H
2.2,3.2,3.5,A
1.95,3.4,4.2,H
2.9,3.3,2.45,D
1.85,3.5,4.5,D
3.3,3.3,2.25,D
12,6,1.22,A
1.75,3.4,5.25,D
2.8,3,2.8,D
1.53,3.8,7.5,H
1.28,5.5,10,H
1.75,3.75,4.5,H
2.3,2.9,3.6,H
2.5,2.9,3.3,A
2.45,3.2,3.1,H
3.1,3.1,2.45,D
1.61,4,5.25,D
4.75,3.8,1.75,D
1.5,4.5,6,H
2.1,3.1,4,D
1.61,3.6,6.5,H
2.45,3.3,3,A
2.15,3.2,3.5,H
13,7,1.2,A
2.1,3.2,3.8,A
2.05,3.1,4,D
2.1,3.1,4,D
3.7,3.1,2.2,A
2.1,3.1,4,H
2.37,3.2,3.2,D
2.62,3,2.9,D
1.4,4.33,8.5,H
1.28,6,9.5,H
2.15,3,4,H
4,3.6,1.9,A
1.53,3.75,7.5,D
2.5,3.1,3.1,D
2.4,3.1,3.2,A
1.36,4.75,9.5,A
3,3.1,2.55,A
10,6.5,1.25,A
1.75,3.75,4.75,H
1.75,3.4,5.25,H
2.62,3.1,2.9,H
3.6,3.4,2.1,H
3,3.1,2.55,D
2.7,3.2,2.7,D
3.75,3.4,2.05,D
1.22,7,11,A
1.65,3.8,5.5,H
2.62,3,3,H
1.1,11,21,D
2.9,3.1,2.62,D
2.4,3.1,3.2,H
2.7,3.25,2.7,H
2.3,3.1,3.4,D
3.75,4,1.83,H
3.1,3,2.55,A
1.57,4.33,5.5,H
1.9,3.4,4,D
2,3.25,4.2,D
4.33,4,1.72,H
1.85,3.4,4.75,H
1.8,3.6,4.5,D
1.72,3.6,5.25,H
4.5,4.2,1.7,H
2.87,3.3,2.5,H
1.3,5.5,10,H
4,3.6,1.9,A
1.83,3.3,5,A
2.15,3.4,3.4,H
2.6,3.1,3,A
1.95,3.25,4.33,H
1.5,4.5,6.5,H
2.5,3.1,3.1,A
3.75,3.1,2.15,D
5.25,3.75,1.7,A
2.1,3.1,3.75,D
2.5,3.1,2.9,D
2.8,3.1,2.62,H
1.5,4,6.5,H
1.5,3.8,7.5,A
2,3.2,4,H
1.5,4,6.5,H
4.33,3.6,1.83,H
3.5,3.3,2.15,D
3.8,3.5,2,D
2.25,3.1,3.5,A
1.9,3.3,4.5,D
1.25,6,11,D
1.95,3.5,4,A
1.66,4,5,D
2.4,3.5,2.87,A
1.72,3.75,5,D
1.9,3.5,4.2,H
2.3,3.3,3.25,D
1.75,3.8,4.75,A
2.3,3.2,3.3,D
6,4.33,1.53,A
2.4,3.1,3.1,H
2.05,3.5,3.6,H
2.5,3.1,3.1,D
3.4,3.8,2.05,H
1.4,4.75,8,H
3,3.8,2.2,A
1.95,3.5,4,D
2.37,3.1,3.3,A
2.8,3.4,2.5,D
1.53,4,7,H
1.2,7,13,H
1.61,3.8,6,H
1.8,3.8,4.33,D
1.3,5.5,10,H
1.57,4,6,H
2.3,3.3,3.25,A
3.4,3.3,2.2,A
1.53,4,6.5,H
2.62,3.4,2.62,D
1.72,3.6,5.25,A
1.5,4.5,6,H
1.85,4.2,3.75,H
1.65,3.8,5.5,A
3.1,3.5,2.25,H
3.4,3.8,2,A
6.5,5,1.45,H
2.62,3.6,2.5,H
2.4,3,3.25,D
2.7,3.1,2.8,A
2.3,3.2,3.3,D
1.9,3.4,4.33,D
2.5,3.2,3,H
2.3,3.2,3.3,H
2,3.3,4,H
1.28,5.75,9,H
2,3.3,3.8,H
2.2,3.3,3.3,A
3,3.1,2.45,A
2.25,3.1,3.4,A
3.75,3.4,2,A
1.95,3.2,4.2,H
2.2,3.2,3.4,H
3,3.5,2,A
5,4,1.65,H
4.5,3.6,1.83,D
2.2,3.3,3.4,H
2.2,3.2,3.5,H
1.53,3.75,7.5,H
2.37,3,3.4,H
2.4,3.3,3,A
2.1,3.3,3.75,A
3.3,3.3,2.25,A
1.9,3.6,4,H
3.8,3.3,2.05,H
1.25,7,9,H
2,3.3,4,A
1.3,5.5,10,D
2.3,3.1,3.4,H
2.35,3.4,3,H
7.5,5,1.4,A
2.4,3.1,3.2,H
2.55,3,3.1,H
2.1,3.25,3.75,H
1.65,3.75,5.5,H
2.3,3.1,3.4,D
2.3,3.2,3.3,D
1.66,3.75,5.5,H
2.87,3.1,2.6,A
1.61,3.75,6,D
2.1,3.25,3.6,D
2.05,3.3,3.8,H
4.5,3.6,1.8,D
1.85,3.5,4.2,H
2.6,3.3,2.75,D
5.75,4.2,1.57,D
13,6,1.22,A
1.1,9,21,H
1.95,3.5,4.2,H
2.45,3.25,3,H
1.66,3.8,5.5,A
1.66,3.8,5.25,H
3.1,3.6,2.2,H
2.3,3.2,3.3,H
3.3,3.3,2.25,A
1.61,3.75,6,D
1.7,3.8,5,D
3.75,3.5,1.95,D
1.45,4,8,D
1.18,6.5,15,H
1.66,3.5,5.5,D
2.3,3.1,3.2,A
1.14,7.5,19,H
1.4,4.5,8,A
2.15,3.1,3.6,A
1.53,3.6,7.5,A
3.5,3.1,2.25,H
1.16,7,15,H
9,4.5,1.36,A
3.6,3.1,2.15,D
3,3.1,2.45,A
6,3.6,1.6,A
1.95,3.2,4.2,H
1.16,7.5,13,H
2.3,3,3.4,H
1.2,6,15,H
2.2,3.1,3.5,H
1.95,3.1,4.33,H
2.2,3.1,3.1,H
2.15,3.1,3.6,H
6.5,3.8,1.53,A
2.25,3.1,3.4,H
1.36,4.2,8.5,D
2.05,3.2,3.75,D
7.5,4.2,1.44,D
1.61,3.6,6,A
1.85,3.5,4.2,H
1.16,7,15,H
2.15,3.3,3.4,H
1.85,3.5,4.2,H
3,3.1,2.45,A
2.3,3.4,3,D
1.65,3.5,5.25,A
4.75,3.25,1.85,D
3,3.1,2.3,A
5.5,3.4,1.61,A
1.5,3.75,6.5,H
5.5,4,1.53,A
2.15,3.1,3.3,D
1.18,6.5,15,H
2.2,3.2,3.4,D
3.1,3.2,2.3,A
2.5,3.2,2.87,A
1.14,8.5,13,H
1.2,7,11,H
2.4,3.3,2.9,A
1.65,3.6,5.75,H
12,5.25,1.22,A
1.75,3.4,5,A
1.55,3.75,6.25,H
1.5,4.1,6.5,H
1.53,3.8,7,H
1.85,3.4,4.33,H
4.33,3.5,1.85,D
11,4.2,1.36,D
2.5,3.2,2.8,H
2.55,3,2.9,D
1.4,3.6,13,H
1.3,4.75,11,D
2.3,3.1,3.25,H
2.05,3.1,4,H
4.75,3.6,1.72,A
1.5,3.8,8,H
1.9,3.2,4.5,A
1.14,7,23,H
3.25,3.1,2.3,H
1.6,3.6,6,A
21,8,1.12,D
2.37,3,3.25,H
1.9,3.2,4,H
1.57,3.6,6.5,D
1.22,5.75,13,H
1.5,3.6,8.5,D
3.5,3.1,2.2,D
1.83,3.25,4.75,H
2,3.4,3.75,H
3.1,3.4,2.25,H
1.6,3.6,6,H
1.33,4.5,11,D
2.75,3.1,2.62,H
1.83,3.5,4.33,D
1.16,6.5,19,H
1.28,5.5,10,H
10,4.75,1.33,A
2.5,3,3,H
2.1,3.1,3.75,D
2.5,3,3,D
4.5,3.4,1.83,D
2.45,3.1,3,H
1.53,3.6,7.5,H
4.75,3.4,1.8,A
2.45,3.1,3,A
1.9,3.5,4,H
6,4,1.53,A
7.5,5,1.36,A
2,3.2,4,D
2.7,3,2.8,D
1.18,7,13,H
1.33,5,9,H
1.72,3.25,5.5,D
1.33,5,9,H
9,5,1.33,A
1.7,3.5,4.5,H
6.5,3.6,1.53,D
1.83,3.2,4.2,H
2.9,3,2.4,H
10,5,1.25,D
2.1,3.1,3.5,D
1.25,5.25,9.5,H
1.36,4.33,10,A
3.8,3.2,2.05,H
1.8,3.6,4.33,H
1.25,5.75,11,H
2.3,3.25,3.1,A
2.3,3.2,3.2,H
1.33,5,9,H
1.95,3.1,4.33,A
3,3.25,2.37,D
3.25,3.2,2.3,A
2.25,3.2,3.3,H
10,4.75,1.33,A
1.4,4,10,H
1.5,4.6,5.5,H
3.1,3.1,2.4,A
2.37,3,3.25,D
4.33,3,2,A
1.4,4.33,8,H
1.5,3.6,7.5,D
1.2,6,17,H
1.22,5.5,16,H
1.75,3.5,4.75,D
6.5,3.5,1.6,A
5.25,3.6,1.7,A
1.7,3.5,5.25,H
1.57,3.5,7,H
8,4.5,1.4,A
1.44,3.8,9,H
3.4,3.1,2.25,A
2.9,3.3,2.4,H
2.62,3.2,2.5,D
3.75,3.1,2.1,H
3.25,3.2,2.2,D
1.1,8.5,15,H
2.25,3,3.2,D
1.9,3.3,4.2,D
2.2,3.2,3.4,H
1.12,8,21,H
1.4,4.2,9,H
1.72,3.4,5.25,H
4.2,3.1,2,A
3.75,3.1,2.1,H
2.1,3.25,3.5,D
2.45,3.1,3,D
2.5,3,3,D
9.5,4.5,1.36,A
1.16,7.5,13,H
1.75,3.4,5,H
1.85,3.5,4.2,D
9.5,4.2,1.4,A
1.1,9,21,H
1.36,4.5,9,H
2.75,3.1,2.62,A
2.1,3.1,3.8,D
2.9,3.1,2.5,A
1.85,3.3,4.5,H
2.87,3.1,2.55,D
4,3.2,2,D
1.83,3.4,4.5,H
1.8,3.2,5,H
2.75,3,2.75,D
1.44,4,9.5,H
2.15,3.2,3.5,A
2,3.3,3.2,A
3.8,3.5,1.83,H
1.2,6,11,H
1.08,11,13,H
1.36,4.5,7,H
5.5,3.8,1.53,D
11,8,1.14,D
2.05,3.4,3.6,H
1.72,3.4,5,H
2.5,3,3,A
2.5,3.1,2.9,A
1.61,3.6,6,D
2.37,3,3.25,H
4.33,3.4,1.85,H
1.72,3.4,5.25,D
3.4,3.75,2,D
5.25,3.1,1.8,A
1.2,5.5,13,H
1.9,3.4,4,D
2,3.2,4,H
1.14,7.5,12,H
1.36,4.5,9,D
2.05,3.3,3.25,D
2.1,3.1,3.4,D
1.5,3.8,5.75,H
1.9,3.3,3.75,H
2.4,3,2.9,A
2.45,3.1,3,H
2.37,3.2,3,H
2.45,3.25,2.87,D
3.3,3.3,2.2,A
1.65,3.6,5.75,D
3.75,3.3,2,A
2.6,3,2.87,D
1.8,3.5,4.5,H
1.57,3.75,5.25,H
2,3.3,3.4,A
1.16,6,15,H
1.7,3.5,4.75,H
6,4.33,1.44,D
6.5,4,1.5,A
5.25,4,1.57,D
3.5,3.2,2,D
6,3.6,1.53,D
2.7,3,2.6,D
15,6,1.2,A
1.33,4.75,10,D
1.18,5.75,13,H
2.25,3.6,2.9,D
1.85,3.3,4.75,A
3.6,3.6,1.95,A
1.61,3.6,6,A
1.61,4,5.25,A
3.5,3.5,2,A
1.55,4.33,5.25,A
2.87,3.4,2.37,A
6.5,4.5,1.45,A
2.25,3.3,3.2,D
1.5,3.9,5.25,D
3.2,3.3,2,D
2.87,3.2,2.2,D
1.8,2.7,5.5,H
1.36,4.33,10,H
2.3,3,3.4,A
3,3,2.5,A
1.2,6,15,H
1.14,7.5,19,H
2,3.3,3.8,D
2,3,4.33,A
2.45,2.9,3.2,A
4,3.1,2.05,A
1.75,3.3,5.25,D
1.57,3.5,7,H
1.66,3.4,6,H
1.25,5.25,13,H
8,3.8,1.45,A
2.3,3,3.4,H
2.3,2.9,3.5,H
1.36,4.5,9.5,H
2.37,2.9,3.4,A
9,4.2,1.4,A
1.33,4.5,11,H
2.87,2.87,2.7,A
1.36,4.5,9,H
2,3.1,4.2,D
1.55,3.5,7.5,H
1.44,3.6,10,H
1.6,3.4,7,H
3.1,3.2,2.37,H
1.55,3.6,7,H
1.8,3.5,4.5,H
2.04,3.2,3.75,H
1.8,3.3,4.75,D
7.5,4,1.44,A
2.35,3,3.2,H
5,3.4,1.72,A
1.64,3.5,5.5,H
2.87,3.2,2.45,A
2.1,3,3.8,H
3.5,3,2.2,A
2.14,3.3,3.3,A
2.54,2.87,3,D
2.37,3.1,3.1,D
2.04,3,4.2,H
2.4,3,3.2,H
2.6,3,2.9,D
1.57,3.4,7.5,H
2.1,3,4,D
1.1,9,21,H
1.9,3.1,4.5,H
9,4.5,1.36,A
2,3.2,4,A
2.1,3.1,3.8,A
1.72,3.4,5.25,H
3.6,3.1,2.14,A
2.62,2.87,3,A
8.5,4.2,1.4,H
1.95,3.1,4.33,H
2.1,3,4,H
2.1,3,4,D
1.53,3.75,7,H
2.75,2.8,2.9,D
2.75,2.87,2.8,D
1.1,9,23,H
1.44,4,8.5,H
2,3,4.33,H
6.5,3.4,1.61,D
2.14,3,3.8,D
4,3.2,2,D
1.72,3.4,5.25,H
4,3.1,2.04,A
2,3.1,4.2,D
1.64,3.4,6,D
1.64,3.5,5.75,A
2.04,3,4.2,H
2.25,3,3.5,H
2.1,3.1,3.75,A
1.53,3.75,7,A
3.4,3,2.3,D
1.44,4,8,D
1.16,7.5,13,H
4.2,3.1,2,A
1.53,3.5,8,H
1.36,4.75,8,H
7,3.5,1.57,H
1.2,6,15,H
3.8,2.9,2.2,A
1.9,3.25,4.33,H
3,2.87,2.62,A
1.72,3.3,5.5,H
5.5,3.2,1.75,D
2,3.1,4.1,D
2.5,2.87,3.2,H
1.36,4.75,8,H
2.3,3,3.4,D
3.4,2.87,2.37,A
9,4.2,1.4,A
1.18,6.5,15,H
1.2,6,15,H
1.5,3.75,7.5,H
2.04,3.1,4,H
2.62,3,2.8,H
1.22,6,13,H
6.5,3.4,1.61,D
1.66,3.4,5.75,H
1.8,3.4,4.75,D
1.57,3.8,6,A
1.44,4,8,H
2.14,3.1,3.6,H
2.75,3,2.75,H
5.75,3.5,1.64,D
1.12,7.5,21,H
2.37,3.1,3.2,H
8,4,1.44,A
1.61,3.4,6.5,D
1.85,3.2,4.75,H
2.25,2.8,3.75,D
3.8,3.1,2.1,A
11,3.8,1.4,A
1.53,3.6,7.5,D
1.53,3.6,7.5,H
4.75,3.3,1.8,A
2.15,3.2,3.5,D
8.5,4.33,1.4,A
1.2,6,15,H
1.57,3.6,6.5,H
2.6,3,2.9,D
2,3.2,4,H
3.2,3,2.4,H
3,3,2.5,H
1.45,3.75,7,H
2.2,2.9,3.4,D
5,3.4,1.66,A
4.75,3.25,1.75,A
3,2.8,2.5,H
2.8,2.8,2.6,H
1.44,3.8,7,D
1.14,7,13,H
1.18,6.5,15,H
1.57,3.5,7,H
1.18,6.5,15,H
2.8,2.87,2.8,A
2.62,2.9,2.8,H
1.22,5.75,13,H
2.75,2.9,2.8,D
2.5,2.9,3.1,A
2,3.2,3.5,A
1.1,8,17,H
2.37,3.4,2.62,D
5,3.5,1.6,A
1.53,3.6,5.5,H
2.45,3.2,2.7,A
3.5,3.2,2,D
2.05,3.25,3.1,D
2.9,3.1,2.5,H
1.57,3.5,7,A
1.95,3.2,4.2,D
1.22,6,13,H
1.44,4,8,H
2.3,3,3.4,H
2.25,2.9,3.6,A
2.05,3.2,3.75,D
3.2,2.9,2.45,A
1.9,3.1,4.5,H
1.66,3.6,5.5,D
2.15,2.9,4,D
2.5,2.9,3.1,H
1.8,3.2,5,H
12,5.5,1.25,A
2.05,3.1,4,A
1.12,7.5,23,H
2.25,2.9,3.6,D
1.9,3.2,4.33,A
2.2,2.87,3.8,H
3.1,2.87,2.55,H
1.4,4,10,D
1.16,7,15,H
2.1,3.1,3.75,H
3.4,2.8,2.4,H
2.15,2.8,4.2,D
1.66,3.5,5.5,H
1.44,3.8,9,H
2.25,2.8,3.8,D
2.05,3.1,4,D
4.5,3.3,1.85,A
23,6,1.16,A
1.61,3.3,7,D
2.5,2.8,3.2,D
3.4,2.9,2.1,D
2.1,3,3.9,D
1.95,3,4.5,H
1.28,5.75,9,H
1.4,4.2,9,H
2.15,2.87,4,H
1.65,3.4,6.5,D
1.9,3.1,4.5,D
9,4.2,1.4,A
3.2,2.87,2.5,A
1.72,3.3,5.5,H
1.8,3.25,5,H
1.16,6,23,H
2.25,3,3.5,H
2.87,2.75,2.87,H
2.37,2.9,3.3,A
1.36,4.5,9,H
1.53,3.6,7.5,H
1.33,4.5,11,H
13,4.2,1.33,A
12,4,1.36,A
2,3,4.33,H
2.5,3,3,H
1.95,3.1,4.33,H
1.4,4,10,D
7.5,4.2,1.45,A
1.1,8.5,26,H
4.2,3.1,2,A
1.12,7.5,21,H
5.25,3.6,1.7,A
2.05,3.1,4,A
2.55,2.9,3.1,D
4.33,3,2,D
7.5,4.5,1.4,D
2.2,3,3.8,A
1.16,7,15,H
1.9,3.4,4.2,A
1.4,4.2,9,A
1.85,3.2,4.75,H
9,4.5,1.36,A
1.75,3.1,5.75,D
3.6,3.2,2.1,A
6.5,3.3,1.65,H
1.07,10,29,H
1.16,6.5,17,H
1.5,4,7,H
1.2,6,15,H
1.72,3.4,4.5,D
1.61,3.6,5,A
2.7,3.1,2.5,H
1.4,4,7,D
1.2,6,13,H
7,3.75,1.53,A
2.75,3.1,2.62,A
3.75,3.1,2.1,A
11,5.75,1.25,D
1.25,5.75,11,H
1.53,3.8,6.5,D
2.25,3,3.5,D
1.28,5.5,9,H
3.4,3.2,2.2,D
2.45,3.25,2.87,D
1.95,3.3,4,A
2.62,3.1,2.8,H
1.25,5.5,12,H
8,4.75,1.36,D
3.75,3.4,2,H
2.4,3.1,3,A
9,5.25,1.33,A
4.75,3.75,1.72,A
3.75,3.3,2.05,H
1.83,3.6,4.33,A
1.45,4.2,8,D
3.5,3.4,2.05,A
4.75,3.75,1.72,A
1.85,3.5,4.33,H
3.4,3.2,2.25,D
1.22,6.25,13,H
1.8,3.5,4.6,H
1.44,4.33,8,H
1.95,3.4,4.2,H
2.15,3.6,3.3,D
1.57,4,5.75,A
5.5,3.75,1.66,A
2.62,3.3,2.75,H
1.95,3.5,3.8,A
2.25,3.4,3.2,H
2.05,3.4,3.75,A
4.75,3.8,1.72,D
1.25,6.5,10,H
1.33,5.25,9,H
3.4,3.8,2,A
3,3.3,2.4,A
2.25,3.25,3.3,A
6,4,1.57,H
1.65,4.2,4.75,H
5.5,3.8,1.61,A
1.5,4.33,6.5,A
2.75,3.4,2.55,H
1.9,3.5,4.2,A
1.14,8,19,H
3.4,3.3,2.2,A
1.95,3.3,4.2,H
2.87,3.3,2.5,A
9,5.25,1.33,A
2.6,3.4,2.7,H
2.05,3.6,3.5,D
1.3,5.5,10,H
2.5,3.3,2.87,D
6.5,4.1,1.53,A
2.2,3.8,3,A
1.7,4,4.75,H
2.37,3.5,2.87,D
2,3.5,3.75,H
1.2,7,13,A
2.5,3.5,2.75,H
